Alm_type,Inci_no   ,Unit  ,Resp_code,Station,District,Inci_type,Inci_desc                                         ,Alm_date  ,Disp_time,Notif_time,Roll_time,Arv_time,Clr_time_b,Shift,Mutl_aid,Alarms     ,Prop_loss            ,Cont_loss            ,Prop_val             ,Cont_val             ,Prop_use,Number  ,St_prefix,Street                   ,St_suffix,St_type,Zip       
6,20-2004311,1SQ   ,1,1,1,311,"Medical assist, assist EMS crew                   ",2/14/2020,23:15:05,23:18:55,23:19:27,23:21:34,23:28:19,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
10,20-2004317,1SQ   ,1,1,1,311,"Medical assist, assist EMS crew                   ",2/15/2020,1:06:56,1:08:19,1:10:21,1:12:56,1:17:00,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
6,20-2004333,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/15/2020,6:54:44,6:56:21,6:57:43,7:01:09,7:04:11,B    ,N       ,1,0,0,0,0,429A    ,143,         ,COMMERCE                 ,         ,ST     ,27701
6,20-2004356,1SQ   ,3,3,51,321,"EMS call, excluding vehicle accident with injury  ",2/15/2020,12:50:28,12:51:35,12:52:36,12:54:56,13:05:06,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
6,20-2004360,1SQ   ,3,5,51,321,"EMS call, excluding vehicle accident with injury  ",2/15/2020,13:03:15,13:05:26,13:05:26,13:09:45,13:25:46,B    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
87,20-2004365,1SQ   ,3,1,1,322,Motor vehicle accident with injuries              ,2/15/2020,13:50:15,13:53:43,13:53:48,14:04:18,14:32:31,B    ,N       ,1,0,0,0,0,960,        ,N        ,GREGSON                  ,         ,ST     ,27701
26,20-2004376,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/15/2020,15:35:36,15:37:05,15:37:59,15:41:00,15:41:05,B    ,N       ,1,0,0,0,0,429A    ,804,         ,ANGIER                   ,         ,AVE    ,27701
10,20-2004379,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",2/15/2020,16:07:39,16:10:01,16:10:40,16:13:22,16:15:56,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
26,20-2004380,1SQ   ,3,3,51,321,"EMS call, excluding vehicle accident with injury  ",2/15/2020,16:15:45,16:18:44,16:18:49,16:21:41,16:35:02,B    ,N       ,1,0,0,0,0,429A    ,219,S        ,ALSTON                   ,         ,AVE    ,27701
26,20-2004385,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/15/2020,17:19:17,17:21:05,17:21:52,17:24:34,17:47:24,B    ,N       ,1,0,0,0,0,429A    ,703,S        ,ROXBORO                  ,         ,ST     ,27707
6,20-2004401,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/15/2020,20:39:29,20:40:12,20:41:04,20:42:37,20:51:54,B    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
77,20-2004408,1SQ   ,3,1,1,324,Motor Vehicle Accident with no injuries           ,2/15/2020,22:32:11,22:36:43,22:37:22,22:40:00,22:50:12,B    ,N       ,1,0,0,0,0,981,        ,S        ,MANGUM                   ,         ,ST     ,27701
69,20-2004410,1SQ   ,3,1,1,111,Building fire                                     ,2/15/2020,22:47:00,22:51:38,22:51:38,22:53:02,23:08:19,B    ,N       ,1,2000,0,400000,0,162,704,         ,RIGSBEE                  ,         ,AVE    ,27701
69,20-2004417,1SQ   ,3,9,9,440,"Electrical  wiring/equipment problem, Other       ",2/16/2020,0:14:18,0:16:30,0:17:11,0:21:00,0:22:43,B    ,N       ,1,0,0,0,0,419,1466,         ,MAPLEWOOD                ,         ,DR     ,27704
10,20-2004420,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",2/16/2020,0:51:33,0:54:07,0:54:58,0:58:08,1:05:55,B    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
10,20-2004430,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",2/16/2020,3:05:54,3:07:32,3:08:50,3:11:51,3:16:15,B    ,N       ,1,0,0,0,0,419,910,         ,CHESTER                  ,         ,ST     ,27701
10,20-2004431,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",2/16/2020,3:05:54,3:39:24,3:40:26,3:43:35,3:51:57,B    ,N       ,1,0,0,0,0,419,910,         ,CHESTER                  ,         ,ST     ,27701
26,20-2004437,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/16/2020,6:38:52,6:42:28,6:43:20,6:46:18,7:01:03,B    ,N       ,1,0,0,0,0,419,406,W        ,KNOX                     ,         ,ST     ,27701
61,20-2004438,1SQ   ,3,1,1,412,Gas leak (natural gas or LPG)                     ,2/16/2020,6:51:32,7:59:26,7:59:26,7:59:26,8:14:01,C    ,N       ,1,0,0,0,0,173,515,W        ,PETTIGREW                ,         ,ST     ,27701
69,20-2004440,1SQ   ,3,2,2,441,"Heat from short circuit (wiring), defective/worn  ",2/16/2020,7:40:18,7:42:04,7:43:08,7:45:35,7:46:13,C    ,N       ,1,0,0,0,0,161,737,         ,NINTH                    ,         ,ST     ,27705
69,20-2004443,1SQ   ,3,1,1,111,Building fire                                     ,2/16/2020,8:25:28,8:25:42,8:26:25,8:30:47,10:45:04,C    ,N       ,1,50000,20000,165915,0,571,101,S        ,Alston                   ,         ,AVE    ,27701
31,20-2004467,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/16/2020,14:26:18,14:27:43,14:28:58,14:31:00,14:38:23,C    ,N       ,1,0,0,0,0,161,102,W        ,MORGAN                   ,         ,ST     ,27701
12,20-2004478,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/16/2020,16:18:01,16:18:25,16:19:16,16:21:16,16:28:50,C    ,N       ,1,0,0,0,0,963,        ,         ,LIBERTY                  ,         ,ST     ,27701
60,20-2004483,1SQ   ,3,1,1,412,Gas leak (natural gas or LPG)                     ,2/16/2020,17:04:34,17:06:39,17:07:42,17:09:36,17:50:20,C    ,N       ,1,0,0,0,0,429A    ,530,         ,FOSTER                   ,         ,ST     ,27701
67,20-2004487,1SQ   ,C        ,1,1,551,Assist police or other governmental agency        ,2/16/2020,18:12:41,18:16:34,18:18:50,        ,18:23:12,C    ,N       ,1,0,0,0,0,936,1200,         ,DAWKINS                  ,         ,ST     ,27707
69,20-2004510,1SQ   ,C        ,19,19,100,"Fire, Other                                       ",2/17/2020,2:30:55,2:33:04,2:34:37,        ,2:43:03,C    ,N       ,1,0,100,0,0,600,4600,         ,SILICON                  ,         ,DR     ,27703
10,20-2004514,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",2/17/2020,5:18:57,5:22:06,5:23:43,5:27:19,5:28:45,C    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
26,20-2004543,1SQ   ,1,1,1,311,"Medical assist, assist EMS crew                   ",2/17/2020,11:08:36,11:23:56,11:26:07,11:38:30,11:43:54,B    ,N       ,1,0,0,0,0,419,408,         ,CANAL                    ,         ,ST     ,27701
61,20-2004545,1SQ   ,3,5,5,671,HazMat release investigation w/no HazMat          ,2/17/2020,11:49:06,12:03:27,12:04:10,12:09:38,12:32:01,B    ,N       ,1,0,0,0,0,340,305,         ,TOWERVIEW                ,         ,DR     ,27705
60,20-2004554,1SQ   ,3,3,3,412,Gas leak (natural gas or LPG)                     ,2/17/2020,12:57:35,13:00:50,13:02:03,13:06:56,13:15:28,B    ,N       ,1,0,0,0,0,429,1331,         ,JUNIPER                  ,         ,ST     ,27701
26,20-2004558,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/17/2020,13:14:29,13:15:52,13:15:59,13:19:17,13:32:10,B    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
87,20-2004574,1SQ   ,3,1,1,322,Motor vehicle accident with injuries              ,2/17/2020,15:12:46,15:13:51,15:15:21,15:25:24,15:37:03,B    ,N       ,1,0,0,0,0,961,        ,S        ,DURHAM FREEWAY           ,         ,       ,27701
10,20-2004581,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/17/2020,16:33:06,16:33:06,16:33:06,16:33:06,16:57:08,B    ,N       ,1,0,0,0,0,200,107,E        ,MORGAN                   ,         ,ST     ,27701
1,20-2004594,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/17/2020,19:05:14,19:07:33,19:08:42,19:11:44,19:29:33,B    ,N       ,1,0,0,0,0,429A    ,804,         ,ANGIER                   ,         ,AVE    ,27701
6,20-2004607,1SQ   ,3,5,51,311,"Medical assist, assist EMS crew                   ",2/17/2020,22:18:14,22:19:47,22:21:13,22:24:50,22:42:35,B    ,N       ,1,0,0,0,0,429A    ,500,         ,COBB                     ,         ,ST     ,27707
10,20-2004615,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,0:38:50,0:40:16,0:41:25,0:43:09,0:50:59,B    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
10,20-2004620,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/18/2020,3:08:24,3:11:28,3:12:54,3:16:07,3:16:34,B    ,N       ,1,0,0,0,0,965,1111,S        ,ROXBORO                  ,         ,ST     ,27707
10,20-2004625,1SQ   ,3,5,51,311,"Medical assist, assist EMS crew                   ",2/18/2020,4:12:39,4:14:16,4:15:41,4:18:40,4:24:24,B    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
32,20-2004638,1SQ   ,C        ,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,9:39:26,9:40:45,9:41:20,        ,9:42:03,C    ,N       ,1,0,0,0,0,599,101,         ,CITY HALL                ,         ,PLZ    ,27701
6,20-2004640,1SQ   ,C        ,4,4,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,10:24:25,11:02:31,11:03:27,        ,11:04:13,C    ,N       ,1,0,0,0,0,419,209,         ,PEKOE                    ,         ,AVE    ,27707
31,20-2004650,1SQ   ,3,5,5,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,12:49:30,12:51:22,12:52:22,12:54:55,13:09:00,C    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
17,20-2004652,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,13:09:17,13:11:07,13:11:18,13:13:33,13:30:29,C    ,N       ,1,0,0,0,0,965,        ,N        ,DUKE                     ,         ,ST     ,27701
GS      ,20-2004661,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,14:09:39,14:09:47,14:10:31,14:12:35,14:20:57,C    ,N       ,1,0,0,0,0,429,143,         ,COMMERCE                 ,         ,ST     ,27701
92,20-2004664,1SQ   ,3,5,5,622,No Incident found on arrival at dispatch address  ,2/18/2020,14:25:41,14:26:18,14:27:13,14:32:33,14:41:46,C    ,N       ,1,0,0,0,0,419,122,W        ,CORNWALLIS               ,         ,RD     ,27707
12,20-2004676,1SQ   ,3,1,1,622,No Incident found on arrival at dispatch address  ,2/18/2020,17:14:45,17:16:14,17:17:13,17:18:58,17:22:29,C    ,N       ,1,0,0,0,0,580,118,W        ,MAIN                     ,         ,ST     ,27701
10,20-2004686,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/18/2020,19:18:29,19:20:53,19:21:52,19:23:40,19:31:35,C    ,N       ,1,0,0,0,0,419,710,         ,LIBERTY                  ,         ,ST     ,27701
6,20-2004701,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/19/2020,4:43:14,4:44:20,4:46:21,4:48:30,4:52:07,C    ,N       ,1,0,0,0,0,429,115,         ,COMMERCE                 ,         ,ST     ,27701
26,20-2004708,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/19/2020,7:56:01,7:57:57,8:00:11,8:00:25,8:08:59,B    ,N       ,1,0,0,0,0,161,102,W        ,MORGAN                   ,         ,ST     ,27701
91,20-2004733,1SQ   ,C        ,5,51,611,Dispatched & cancelled en route                   ,2/19/2020,11:56:54,12:05:25,12:06:35,        ,12:09:08,B    ,N       ,1,0,0,0,0,UUU     ,1012,         ,CARROLL                  ,         ,ST     ,27707
53,20-2004736,1SQ   ,1,1,1,553,Public service                                    ,2/19/2020,12:37:06,12:37:19,12:37:19,12:37:19,12:39:21,B    ,N       ,1,0,0,0,0,960,        ,N        ,ROXBORO                  ,         ,ST     ,27701
69,20-2004758,1SQ   ,3,2,2,651,"Smoke scare, odor of smoke                        ",2/19/2020,16:36:01,16:37:39,16:37:52,16:45:57,16:46:21,B    ,N       ,1,0,0,0,0,241,417,         ,CHAPEL                   ,         ,DR     ,27705
60,20-2004768,1SQ   ,3,1,1,422,Chemical spill or leak                            ,2/19/2020,18:48:24,18:51:04,18:51:52,18:53:47,19:10:05,B    ,N       ,1,0,0,0,0,449,202,N        ,CORCORAN                 ,         ,ST     ,27701
69,20-2004782,1SQ   ,3,4,4,441,"Heat from short circuit (wiring), defective/worn  ",2/19/2020,22:38:18,22:42:28,22:43:55,22:47:15,22:49:28,B    ,N       ,1,0,0,0,0,429A    ,425,E        ,PILOT                    ,         ,ST     ,27707
77,20-2004801,1SQ   ,3,1,1,463,"Vehicle accident, general cleanup                 ",2/20/2020,7:09:26,7:09:43,7:11:05,7:13:31,7:21:21,C    ,N       ,1,0,0,0,0,961,        ,N        ,ROXBORO                  ,         ,ST     ,27701
60,20-2004822,1SQ   ,3,1,1,622,No Incident found on arrival at dispatch address  ,2/20/2020,12:12:32,12:14:30,12:15:33,12:16:52,12:32:23,C    ,N       ,1,0,0,0,0,429A    ,604,W        ,MORGAN                   ,         ,ST     ,27701
60,20-2004830,1SQ   ,3,5,5,671,HazMat release investigation w/no HazMat          ,2/20/2020,14:25:10,14:26:57,14:28:05,14:31:46,14:44:00,C    ,N       ,1,0,0,0,0,131,1311,         ,MOREHEAD                 ,         ,AVE    ,27707
6,20-2004845,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/20/2020,18:13:04,18:16:07,18:17:18,18:20:50,18:22:41,C    ,N       ,1,0,0,0,0,419,109,W        ,ENTERPRISE               ,         ,ST     ,27707
1,20-2004866,1SQ   ,C        ,3,51,611,Dispatched & cancelled en route                   ,2/20/2020,21:46:55,21:48:14,21:49:25,        ,21:53:01,C    ,N       ,1,0,0,0,0,        ,1201,E        ,MAIN                     ,         ,ST     ,27701
10,20-2004885,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/21/2020,4:22:24,4:24:13,4:26:16,4:30:18,4:37:45,C    ,N       ,1,0,0,0,0,419,1306,         ,GLENDALE                 ,         ,AVE    ,27701
10,20-2004890,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/21/2020,4:58:59,5:00:18,5:01:59,5:02:58,5:10:09,C    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
26,20-2004891,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/21/2020,5:14:29,5:16:38,5:18:15,5:21:27,5:28:40,C    ,N       ,1,0,0,0,0,419,426,         ,GREEN                    ,         ,ST     ,27701
77,20-2004895,1SQ   ,3,9,9,322,Motor vehicle accident with injuries              ,2/21/2020,6:30:18,6:32:19,6:33:35,6:41:40,6:44:10,C    ,N       ,1,0,0,0,0,961,17800,         ,I85                      ,S        ,       ,27704
69,20-2004904,1SQ   ,3,2,2,440,"Electrical  wiring/equipment problem, Other       ",2/21/2020,9:05:31,9:07:20,9:07:48,9:12:25,9:16:10,A    ,N       ,1,0,0,0,0,419,1821,         ,HILLCREST                ,         ,DR     ,27705
77,20-2004905,1SQ   ,C        ,2,2,322,Motor vehicle accident with injuries              ,2/21/2020,9:14:14,9:16:18,9:16:18,        ,9:17:54,A    ,N       ,0,0,0,0,0,962,        ,W        ,TRINITY                  ,         ,AVE    ,27704
77,20-2004911,1SQ   ,3,3,3,322,Motor vehicle accident with injuries              ,2/21/2020,10:08:19,10:10:21,10:11:37,10:15:06,10:19:50,A    ,N       ,1,0,0,0,0,419,1606,         ,LIBERTY                  ,         ,ST     ,27703
17,20-2004919,1SQ   ,1,1,1,311,"Medical assist, assist EMS crew                   ",2/21/2020,11:35:10,11:38:58,11:40:07,11:49:06,12:00:49,A    ,N       ,1,0,0,0,0,419,930,W        ,MARKHAM                  ,         ,AVE    ,27701
9,20-2004923,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/21/2020,13:24:28,13:26:38,13:28:06,13:28:08,13:31:52,A    ,N       ,1,0,0,0,0,429A    ,504,         ,LIBERTY                  ,         ,ST     ,27701
21,20-2004929,1SQ   ,3,3,3,311,"Medical assist, assist EMS crew                   ",2/21/2020,13:55:49,13:56:42,13:57:26,13:59:51,14:03:51,A    ,N       ,1,0,0,0,0,460,1201,E        ,MAIN                     ,         ,ST     ,27701
31,20-2004937,1SQ   ,3,5,5,311,"Medical assist, assist EMS crew                   ",2/21/2020,15:36:16,15:38:16,15:39:44,15:42:26,16:07:22,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
77,20-2004951,1SQ   ,3,9,9,322,Motor vehicle accident with injuries              ,2/21/2020,18:51:31,18:51:38,18:52:38,18:57:52,19:22:36,A    ,N       ,1,0,0,0,0,961,17825,         ,I85                      ,N        ,       ,27704
6,20-2004957,1SQ   ,3,1,1,622,No Incident found on arrival at dispatch address  ,2/21/2020,20:22:00,20:23:21,20:24:20,20:32:16,20:32:23,A    ,N       ,1,0,0,0,0,962,500,         ,SIMMONS                  ,         ,ST     ,27701
69,20-2004960,1SQ   ,3,5,5,114,"Chimney or flue fire, confined to chimney or flue ",2/21/2020,21:18:53,21:19:36,21:20:07,21:24:07,21:28:17,A    ,N       ,1,0,0,0,0,419,1101,         ,ANDERSON                 ,         ,ST     ,27705
30,20-2004962,1SQ   ,3,5,5,311,"Medical assist, assist EMS crew                   ",2/21/2020,21:26:00,21:36:06,21:36:34,21:37:22,22:14:43,A    ,N       ,1,0,0,0,0,429A    ,605,W        ,CHAPEL HILL              ,         ,ST     ,27701
10,20-2004966,1SQ   ,3,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/21/2020,22:46:29,22:48:01,22:50:28,22:50:38,22:54:35,A    ,N       ,1,0,0,0,0,439A    ,410,         ,LIBERTY                  ,         ,ST     ,27701
23,20-2004968,1SQ   ,3,2,2,311,"Medical assist, assist EMS crew                   ",2/22/2020,0:46:17,0:48:18,0:50:00,0:55:50,1:01:12,A    ,N       ,1,0,0,0,0,460A    ,1336,         ,CAMPUS                   ,         ,DR     ,27701
17,20-2004973,1SQ   ,1,1,1,321,"EMS call, excluding vehicle accident with injury  ",2/22/2020,2:28:18,2:31:45,2:33:58,2:37:08,2:45:33,A    ,N       ,1,0,0,0,0,963,111,N        ,CORCORAN                 ,         ,ST     ,27701
6,20-2004974,1SQ   ,1,5,5,311,"Medical assist, assist EMS crew                   ",2/22/2020,2:48:19,2:49:55,2:50:26,2:55:23,3:14:56,A    ,N       ,1,0,0,0,0,429A    ,807,S        ,DUKE                     ,         ,ST     ,27701
61,20-2004980,1SQ   ,3,5,5,531,Smoke or odor removal                             ,2/22/2020,6:42:12,6:46:29,6:47:58,6:52:32,6:58:00,A    ,N       ,1,0,0,0,0,419,710,         ,MOREHEAD                 ,         ,AVE    ,27707
1,20-2005008,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/22/2020,12:48:43,12:59:50,12:59:50,12:59:50,13:01:39,C    ,N       ,1,0,0,0,0,429A    ,815,S        ,ROXBORO                  ,         ,ST     ,27707
12,20-2005013,1SQ   ,3,3,51,311,"Medical assist, assist EMS crew                   ",2/22/2020,14:08:22,14:09:49,14:10:30,14:13:36,14:28:26,C    ,N       ,1,0,0,0,0,439A    ,1201,E        ,MAIN                     ,         ,ST     ,27701
12,20-2005024,1SQ   ,3,1,1,311,"Medical assist, assist EMS crew                   ",2/22/2020,18:01:15,18:03:40,18:04:28,18:06:59,18:13:48,C    ,N       ,1,0,0,0,0,963,        ,         ,FAYETTEVILLE             ,         ,ST     ,27701
19,20-2005031,1SQ   ,C        ,1,1,611,Dispatched & cancelled en route                   ,2/22/2020,19:54:09,19:55:35,19:56:15,        ,20:00:12,C    ,N       ,1,0,0,0,0,419,322,E        ,UMSTEAD                  ,         ,ST     ,27707
69,20-2005034,1SQ   ,3,3,3,652,"Steam, vapor, fog or dust thought to be smoke     ",2/22/2020,20:15:25,20:18:49,20:19:26,20:21:04,20:28:11,C    ,N       ,1,0,0,0,0,429,519,         ,EASTWAY                  ,         ,AVE    ,27703
